VAL;ST;Len;Type;Min;Max;Description
VAL;SERIALNO;7;C;cd_053_v3;cd_053_v3;User ID_cd_053_v3
VAL;SERIALNO;7;C;cd_061_v1;cd_061_v1;User ID_cd_061_v1
VAL;SERIALNO;7;C;cd_061_v2;cd_061_v2;User ID_cd_061_v2
VAL;SERIALNO;7;C;cd_061_v3;cd_061_v3;User ID_cd_061_v3
VAL;SERIALNO;7;C;cd_065_v1;cd_065_v1;User ID_cd_065_v1
VAL;SERIALNO;7;C;cd_065_v2;cd_065_v2;User ID_cd_065_v2
VAL;SERIALNO;7;C;cd_067_v1;cd_067_v1;User ID_cd_067_v1
VAL;SERIALNO;7;C;cd_067_v2;cd_067_v2;User ID_cd_067_v2
VAL;SERIALNO;7;C;cd_074_v1;cd_074_v1;User ID_cd_074_v1
VAL;SERIALNO;7;C;cd_074_v2;cd_074_v2;User ID_cd_074_v2
VAL;SERIALNO;7;C;cd_074_v3;cd_074_v3;User ID_cd_074_v3
VAL;SERIALNO;7;C;cd_079_v1;cd_079_v1;User ID_cd_079_v1
VAL;SERIALNO;7;C;cd_079_v2;cd_079_v2;User ID_cd_079_v2
VAL;SERIALNO;7;C;cd_088_v1;cd_088_v1;User ID_cd_088_v1
VAL;SERIALNO;7;C;cd_088_v2;cd_088_v2;User ID_cd_088_v2
VAL;SERIALNO;7;C;cd_088_v3;cd_088_v3;User ID_cd_088_v3
VAL;SERIALNO;7;C;cd_091_v1;cd_091_v1;User ID_cd_091_v1
VAL;SERIALNO;7;C;cd_091_v2;cd_091_v2;User ID_cd_091_v2
VAL;SERIALNO;7;C;cd_091_v3;cd_091_v3;User ID_cd_091_v3
VAL;SERIALNO;7;C;cd_099_v1;cd_099_v1;User ID_cd_099_v1
VAL;SERIALNO;7;C;cd_099_v2;cd_099_v2;User ID_cd_099_v2
VAL;SERIALNO;7;C;cd_099_v3;cd_099_v3;User ID_cd_099_v3
VAL;SERIALNO;7;C;cd_100_v2;cd_100_v2;User ID_cd_100_v2
VAL;SERIALNO;7;C;cd_100_v3;cd_100_v3;User ID_cd_100_v3
VAL;SERIALNO;7;C;cd_101_v1;cd_101_v1;User ID_cd_101_v1
VAL;SERIALNO;7;C;cd_101_v2;cd_101_v2;User ID_cd_101_v2
VAL;SERIALNO;7;C;cd_101_v3;cd_101_v3;User ID_cd_101_v3
VAL;SERIALNO;7;C;cd_106_v1;cd_106_v1;User ID_cd_106_v1
VAL;SERIALNO;7;C;cd_106_v3;cd_106_v3;User ID_cd_106_v3
VAL;SERIALNO;7;C;cd_112_v1;cd_112_v1;User ID_cd_112_v1
VAL;SERIALNO;7;C;cd_112_v2;cd_112_v2;User ID_cd_112_v2
VAL;SERIALNO;7;C;cd_112_v3;cd_112_v3;User ID_cd_112_v3
VAL;SERIALNO;7;C;cd_119_v1;cd_119_v1;User ID_cd_119_v1
VAL;SERIALNO;7;C;cd_119_v2;cd_119_v2;User ID_cd_119_v2
VAL;SERIALNO;7;C;cd_119_v3;cd_119_v3;User ID_cd_119_v3
NAME;User ID;7;C;;;User ID
VAL;patient_id;1;C;1;1;patient_cd-003
VAL;patient_id;1;C;2;2;patient_cd-015
VAL;patient_id;1;C;3;3;patient_cd-034
VAL;patient_id;1;C;4;4;patient_cd-038
VAL;patient_id;1;C;5;5;patient_cd-042
VAL;patient_id;1;C;6;6;patient_cd-043
VAL;patient_id;1;C;7;7;patient_cd-046
VAL;patient_id;1;C;8;8;patient_cd-049
VAL;patient_id;1;C;9;9;patient_cd-053
VAL;patient_id;2;C;10;10;patient_cd-061
VAL;patient_id;2;C;11;11;patient_cd-065
VAL;patient_id;2;C;12;12;patient_cd-067
VAL;patient_id;2;C;13;13;patient_cd-074
VAL;patient_id;2;C;14;14;patient_cd-079
VAL;patient_id;2;C;15;15;patient_cd-088
VAL;patient_id;2;C;16;16;patient_cd-091
VAL;patient_id;2;C;17;17;patient_cd-099
VAL;patient_id;2;C;18;18;patient_cd-100
VAL;patient_id;2;C;19;19;patient_cd-101
VAL;patient_id;2;C;20;20;patient_cd-106
VAL;patient_id;2;C;21;21;patient_cd-112
VAL;patient_id;2;C;22;22;patient_cd-119
NAME;patient_id;2;C;;;patient
VAL;visit;2;C;v1;v1;visit_v1
VAL;visit;2;C;v2;v2;visit_v2
VAL;visit;2;C;v3;v3;visit_v3
NAME;visit;2;C;;;visit
VAL;Meal ID;4;N;2.0;2.49;Meal ID_2.0_2.49
VAL;Meal ID;4;N;2.49;2.85;Meal ID_2.49_2.85
VAL;Meal ID;4;N;2.85;3.09;Meal ID_2.85_3.09
VAL;Meal ID;3;N;3.09;3.4;Meal ID_3.09_3.4
VAL;Meal ID;4;N;3.4;4.61;Meal ID_3.4_4.61
NAME;Meal ID;4;N;;;Meal ID
VAL;Food ID;3;N;1.5;2.2;Food ID_1.5_2.2
VAL;Food ID;4;N;2.2;2.46;Food ID_2.2_2.46
VAL;Food ID;4;N;2.46;2.83;Food ID_2.46_2.83
VAL;Food ID;4;N;2.83;3.19;Food ID_2.83_3.19
VAL;Food ID;4;N;3.19;5.08;Food ID_3.19_5.08
NAME;Food ID;4;N;;;Food ID
VAL;Nutrient table code;7;N;3760.1;4860.45;Nutrient table code_3760.1_4860.45
VAL;Nutrient table code;7;N;4860.45;5261.87;Nutrient table code_4860.45_5261.87
VAL;Nutrient table code;7;N;5261.87;5746.92;Nutrient table code_5261.87_5746.92
VAL;Nutrient table code;7;N;5746.92;6334.19;Nutrient table code_5746.92_6334.19
VAL;Nutrient table code;7;N;6334.19;7526.57;Nutrient table code_6334.19_7526.57
NAME;Nutrient table code;7;N;;;Nutrient table code
VAL;Food group code;5;N;55.45;59.37;Food group code_55.45_59.37
VAL;Food group code;4;N;59.37;61.3;Food group code_59.37_61.3
VAL;Food group code;5;N;61.3;66.61;Food group code_61.3_66.61
VAL;Food group code;5;N;66.61;70.61;Food group code_66.61_70.61
VAL;Food group code;4;N;70.61;84.6;Food group code_70.61_84.6
NAME;Food group code;4;N;;;Food group code
VAL;Ready meal;4;N;0.0;0.01;Ready meal_0.0_0.01
VAL;Ready meal;4;N;0.01;0.03;Ready meal_0.01_0.03
VAL;Ready meal;4;N;0.03;0.07;Ready meal_0.03_0.07
VAL;Ready meal;4;N;0.07;0.17;Ready meal_0.07_0.17
NAME;Ready meal;4;N;;;Ready meal
VAL;Serving size (g/ml);6;N;82.09;115.39;Serving size (g/ml)_82.09_115.39
VAL;Serving size (g/ml);6;N;115.39;139.93;Serving size (g/ml)_115.39_139.93
VAL;Serving size (g/ml);6;N;139.93;168.59;Serving size (g/ml)_139.93_168.59
VAL;Serving size (g/ml);5;N;168.59;222.0;Serving size (g/ml)_168.59_222.0
VAL;Serving size (g/ml);6;N;222.0;510.78;Serving size (g/ml)_222.0_510.78
NAME;Serving size (g/ml);6;N;;;Serving size (g/ml)
VAL;Leftovers (g/ml);4;N;0.0;0.08;Leftovers (g/ml)_0.0_0.08
VAL;Leftovers (g/ml);4;N;0.08;0.46;Leftovers (g/ml)_0.08_0.46
VAL;Leftovers (g/ml);6;N;0.46;279.65;Leftovers (g/ml)_0.46_279.65
NAME;Leftovers (g/ml);6;N;;;Leftovers (g/ml)
VAL;Portion size (g/ml);6;N;71.83;114.93;Portion size (g/ml)_71.83_114.93
VAL;Portion size (g/ml);6;N;114.93;134.32;Portion size (g/ml)_114.93_134.32
VAL;Portion size (g/ml);6;N;134.32;164.16;Portion size (g/ml)_134.32_164.16
VAL;Portion size (g/ml);6;N;164.16;219.45;Portion size (g/ml)_164.16_219.45
VAL;Portion size (g/ml);6;N;219.45;510.78;Portion size (g/ml)_219.45_510.78
NAME;Portion size (g/ml);6;N;;;Portion size (g/ml)
VAL;Reasonable amount;3;N;0.8;1.0;Reasonable amount_0.8_1.0
NAME;Reasonable amount;3;N;;;Reasonable amount
VAL;Water;5;N;49.9;91.32;Water_49.9_91.32
VAL;Water;6;N;91.32;108.85;Water_91.32_108.85
VAL;Water;6;N;108.85;133.68;Water_108.85_133.68
VAL;Water;6;N;133.68;188.21;Water_133.68_188.21
VAL;Water;6;N;188.21;495.45;Water_188.21_495.45
NAME;Water;6;N;;;Water
VAL;Total nitrogen;4;N;0.25;0.48;Total nitrogen_0.25_0.48
VAL;Total nitrogen;3;N;0.48;0.6;Total nitrogen_0.48_0.6
VAL;Total nitrogen;4;N;0.6;0.81;Total nitrogen_0.6_0.81
VAL;Total nitrogen;3;N;0.81;1.0;Total nitrogen_0.81_1.0
VAL;Total nitrogen;4;N;1.0;3.39;Total nitrogen_1.0_3.39
NAME;Total nitrogen;4;N;;;Total nitrogen
VAL;nitrogen;3;N;4.47;7.1;Nitrogen conversion factor_4.47_7.1
VAL;nitrogen;4;N;7.1;8.24;Nitrogen conversion factor_7.1_8.24
VAL;nitrogen;4;N;8.24;9.97;Nitrogen conversion factor_8.24_9.97
VAL;nitrogen;5;N;9.97;13.37;Nitrogen conversion factor_9.97_13.37
VAL;nitrogen;5;N;13.37;31.86;Nitrogen conversion factor_13.37_31.86
NAME;nitrogen;5;N;;;Nitrogen conversion factor
VAL;Protein;3;N;1.54;3.0;Protein_1.54_3.0
VAL;Protein;4;N;3.0;3.66;Protein_3.0_3.66
VAL;Protein;4;N;3.66;5.08;Protein_3.66_5.08
VAL;Protein;4;N;5.08;6.43;Protein_5.08_6.43
VAL;Protein;5;N;6.43;21.25;Protein_6.43_21.25
NAME;Protein;5;N;;;Protein
VAL;Fat;3;N;1.06;2.6;Fat_1.06_2.6
VAL;Fat;4;N;2.6;3.56;Fat_2.6_3.56
VAL;Fat;4;N;3.56;4.74;Fat_3.56_4.74
VAL;Fat;4;N;4.74;6.14;Fat_4.74_6.14
VAL;Fat;5;N;6.14;25.36;Fat_6.14_25.36
NAME;Fat;5;N;;;Fat
VAL;Carbohydrate;4;N;4.73;8.02;Carbohydrate_4.73_8.02
VAL;Carbohydrate;4;N;8.02;9.91;Carbohydrate_8.02_9.91
VAL;Carbohydrate;5;N;9.91;12.59;Carbohydrate_9.91_12.59
VAL;Carbohydrate;4;N;12.59;16.9;Carbohydrate_12.59_16.9
VAL;Carbohydrate;5;N;16.9;37.39;Carbohydrate_16.9_37.39
NAME;Carbohydrate;5;N;;;Carbohydrate
VAL;Energy (kcal);5;N;51.13;70.76;Energy (kcal)_51.13_70.76
VAL;Energy (kcal);5;N;70.76;88.09;Energy (kcal)_70.76_88.09
VAL;Energy (kcal);6;N;88.09;110.11;Energy (kcal)_88.09_110.11
VAL;Energy (kcal);6;N;110.11;147.55;Energy (kcal)_110.11_147.55
VAL;Energy (kcal);6;N;147.55;454.12;Energy (kcal)_147.55_454.12
NAME;Energy (kcal);6;N;;;Energy (kcal)
VAL;Energy (kJ);6;N;215.95;297.35;Energy (kJ)_215.95_297.35
VAL;Energy (kJ);6;N;297.35;369.39;Energy (kJ)_297.35_369.39
VAL;Energy (kJ);6;N;369.39;461.96;Energy (kJ)_369.39_461.96
VAL;Energy (kJ);6;N;461.96;622.05;Energy (kJ)_461.96_622.05
VAL;Energy (kJ);7;N;622.05;1897.69;Energy (kJ)_622.05_1897.69
NAME;Energy (kJ);7;N;;;Energy (kJ)
VAL;Alcohol;4;N;0.0;0.12;Alcohol_0.0_0.12
VAL;Alcohol;4;N;0.12;0.96;Alcohol_0.12_0.96
VAL;Alcohol;4;N;0.96;8.34;Alcohol_0.96_8.34
NAME;Alcohol;4;N;;;Alcohol
VAL;Englyst fibre;4;N;0.32;0.56;Englyst fibre_0.32_0.56
VAL;Englyst fibre;3;N;0.56;0.7;Englyst fibre_0.56_0.7
VAL;Englyst fibre;3;N;0.7;0.9;Englyst fibre_0.7_0.9
VAL;Englyst fibre;4;N;0.9;1.05;Englyst fibre_0.9_1.05
VAL;Englyst fibre;4;N;1.05;2.11;Englyst fibre_1.05_2.11
NAME;Englyst fibre;4;N;;;Englyst fibre
VAL;Starch;4;N;0.64;4.81;Starch_0.64_4.81
VAL;Starch;3;N;4.81;6.5;Starch_4.81_6.5
VAL;Starch;4;N;6.5;8.91;Starch_6.5_8.91
VAL;Starch;5;N;8.91;12.05;Starch_8.91_12.05
VAL;Starch;5;N;12.05;18.74;Starch_12.05_18.74
NAME;Starch;5;N;;;Starch
VAL;Total sugars;4;N;1.23;2.53;Total sugars_1.23_2.53
VAL;Total sugars;4;N;2.53;3.01;Total sugars_2.53_3.01
VAL;Total sugars;4;N;3.01;3.96;Total sugars_3.01_3.96
VAL;Total sugars;4;N;3.96;5.67;Total sugars_3.96_5.67
VAL;Total sugars;5;N;5.67;18.66;Total sugars_5.67_18.66
NAME;Total sugars;5;N;;;Total sugars
VAL;AOAC;4;N;0.41;0.73;AOAC_0.41_0.73
VAL;AOAC;4;N;0.73;0.96;AOAC_0.73_0.96
VAL;AOAC;3;N;0.96;1.2;AOAC_0.96_1.2
VAL;AOAC;4;N;1.2;1.47;AOAC_1.2_1.47
VAL;AOAC;4;N;1.47;3.05;AOAC_1.47_3.05
NAME;AOAC;4;N;;;AOAC
VAL;non\_milk;4;N;0.01;0.86;Non-milk extrinsic sugars_0.01_0.86
VAL;non\_milk;3;N;0.86;1.4;Non-milk extrinsic sugars_0.86_1.4
VAL;non\_milk;4;N;1.4;1.97;Non-milk extrinsic sugars_1.4_1.97
VAL;non\_milk;4;N;1.97;2.98;Non-milk extrinsic sugars_1.97_2.98
VAL;non\_milk;5;N;2.98;12.74;Non-milk extrinsic sugars_2.98_12.74
NAME;non\_milk;5;N;;;Non-milk extrinsic sugars
VAL;intrinsic\_milk;4;N;0.66;1.23;Intrinsic and milk sugars_0.66_1.23
VAL;intrinsic\_milk;3;N;1.23;1.7;Intrinsic and milk sugars_1.23_1.7
VAL;intrinsic\_milk;4;N;1.7;2.11;Intrinsic and milk sugars_1.7_2.11
VAL;intrinsic\_milk;4;N;2.11;2.74;Intrinsic and milk sugars_2.11_2.74
VAL;intrinsic\_milk;4;N;2.74;7.51;Intrinsic and milk sugars_2.74_7.51
NAME;intrinsic\_milk;4;N;;;Intrinsic and milk sugars
VAL;Glucose;4;N;0.05;0.43;Glucose_0.05_0.43
VAL;Glucose;4;N;0.43;0.61;Glucose_0.43_0.61
VAL;Glucose;3;N;0.61;0.8;Glucose_0.61_0.8
VAL;Glucose;4;N;0.8;1.02;Glucose_0.8_1.02
VAL;Glucose;4;N;1.02;3.41;Glucose_1.02_3.41
NAME;Glucose;4;N;;;Glucose
VAL;Fructose;4;N;0.07;0.37;Fructose_0.07_0.37
VAL;Fructose;3;N;0.37;0.6;Fructose_0.37_0.6
VAL;Fructose;4;N;0.6;0.79;Fructose_0.6_0.79
VAL;Fructose;4;N;0.79;1.04;Fructose_0.79_1.04
VAL;Fructose;4;N;1.04;3.03;Fructose_1.04_3.03
NAME;Fructose;4;N;;;Fructose
VAL;Maltose;4;N;0.0;0.06;Maltose_0.0_0.06
VAL;Maltose;4;N;0.06;0.12;Maltose_0.06_0.12
VAL;Maltose;4;N;0.12;0.18;Maltose_0.12_0.18
VAL;Maltose;4;N;0.18;0.26;Maltose_0.18_0.26
VAL;Maltose;4;N;0.26;1.03;Maltose_0.26_1.03
NAME;Maltose;4;N;;;Maltose
VAL;Lactose;4;N;0.0;0.17;Lactose_0.0_0.17
VAL;Lactose;4;N;0.17;0.28;Lactose_0.17_0.28
VAL;Lactose;4;N;0.28;0.57;Lactose_0.28_0.57
VAL;Lactose;4;N;0.57;0.92;Lactose_0.57_0.92
VAL;Lactose;4;N;0.92;2.02;Lactose_0.92_2.02
NAME;Lactose;4;N;;;Lactose
VAL;Sucrose;4;N;0.43;0.88;Sucrose_0.43_0.88
VAL;Sucrose;4;N;0.88;1.16;Sucrose_0.88_1.16
VAL;Sucrose;4;N;1.16;1.62;Sucrose_1.16_1.62
VAL;Sucrose;4;N;1.62;2.42;Sucrose_1.62_2.42
VAL;Sucrose;3;N;2.42;9.9;Sucrose_2.42_9.9
NAME;Sucrose;3;N;;;Sucrose
VAL;Other sugars (UK);3;N;0.0;0.0;Other sugars (UK)_0.0_0.0
VAL;Other sugars (UK);4;N;0.0;0.02;Other sugars (UK)_0.0_0.02
VAL;Other sugars (UK);3;N;0.02;0.2;Other sugars (UK)_0.02_0.2
NAME;Other sugars (UK);3;N;;;Other sugars (UK)
VAL;FS Table sugar;4;N;0.01;0.55;FS Table sugar_0.01_0.55
VAL;FS Table sugar;4;N;0.55;0.94;FS Table sugar_0.55_0.94
VAL;FS Table sugar;4;N;0.94;1.45;FS Table sugar_0.94_1.45
VAL;FS Table sugar;4;N;1.45;2.55;FS Table sugar_1.45_2.55
VAL;FS Table sugar;5;N;2.55;11.27;FS Table sugar_2.55_11.27
NAME;FS Table sugar;5;N;;;FS Table sugar
VAL;fs\_other\_sugar;4;N;0.0;0.02;FS Other Added Sugar_0.0_0.02
VAL;fs\_other\_sugar;4;N;0.02;0.08;FS Other Added Sugar_0.02_0.08
VAL;fs\_other\_sugar;4;N;0.08;0.15;FS Other Added Sugar_0.08_0.15
VAL;fs\_other\_sugar;4;N;0.15;0.34;FS Other Added Sugar_0.15_0.34
VAL;fs\_other\_sugar;4;N;0.34;2.62;FS Other Added Sugar_0.34_2.62
NAME;fs\_other\_sugar;4;N;;;FS Other Added Sugar
VAL;FS Honey;4;N;0.0;0.02;FS Honey_0.0_0.02
VAL;FS Honey;4;N;0.02;0.51;FS Honey_0.02_0.51
NAME;FS Honey;4;N;;;FS Honey
VAL;FS Fruit Juice;4;N;0.0;0.01;FS Fruit Juice_0.0_0.01
VAL;FS Fruit Juice;4;N;0.01;0.07;FS Fruit Juice_0.01_0.07
VAL;FS Fruit Juice;3;N;0.07;0.3;FS Fruit Juice_0.07_0.3
VAL;FS Fruit Juice;4;N;0.3;1.74;FS Fruit Juice_0.3_1.74
NAME;FS Fruit Juice;4;N;;;FS Fruit Juice
VAL;FS Dried Fruit;4;N;0.0;0.04;FS Dried Fruit_0.0_0.04
VAL;FS Dried Fruit;4;N;0.04;0.15;FS Dried Fruit_0.04_0.15
VAL;FS Dried Fruit;4;N;0.15;1.65;FS Dried Fruit_0.15_1.65
NAME;FS Dried Fruit;4;N;;;FS Dried Fruit
VAL;FS Fruit Puree;4;N;0.0;0.01;FS Fruit Puree_0.0_0.01
VAL;FS Fruit Puree;4;N;0.01;0.03;FS Fruit Puree_0.01_0.03
VAL;FS Fruit Puree;3;N;0.03;0.5;FS Fruit Puree_0.03_0.5
NAME;FS Fruit Puree;3;N;;;FS Fruit Puree
VAL;FS Stewed Fruit;3;N;0.0;0.0;FS Stewed Fruit_0.0_0.0
VAL;FS Stewed Fruit;4;N;0.0;0.05;FS Stewed Fruit_0.0_0.05
NAME;FS Stewed Fruit;4;N;;;FS Stewed Fruit
VAL;FS Vegetable Puree;4;N;0.0;0.02;FS Vegetable Puree_0.0_0.02
VAL;FS Vegetable Puree;4;N;0.02;0.04;FS Vegetable Puree_0.02_0.04
VAL;FS Vegetable Puree;4;N;0.04;0.06;FS Vegetable Puree_0.04_0.06
VAL;FS Vegetable Puree;4;N;0.06;0.13;FS Vegetable Puree_0.06_0.13
VAL;FS Vegetable Puree;4;N;0.13;0.57;FS Vegetable Puree_0.13_0.57
NAME;FS Vegetable Puree;4;N;;;FS Vegetable Puree
VAL;Satd FA;4;N;0.16;0.72;Satd FA_0.16_0.72
VAL;Satd FA;4;N;0.72;1.09;Satd FA_0.72_1.09
VAL;Satd FA;4;N;1.09;1.31;Satd FA_1.09_1.31
VAL;Satd FA;4;N;1.31;2.14;Satd FA_1.31_2.14
VAL;Satd FA;4;N;2.14;9.03;Satd FA_2.14_9.03
NAME;Satd FA;4;N;;;Satd FA
VAL;Cis-Mon FA;4;N;0.42;1.01;Cis-Mon FA_0.42_1.01
VAL;Cis-Mon FA;4;N;1.01;1.42;Cis-Mon FA_1.01_1.42
VAL;Cis-Mon FA;4;N;1.42;1.99;Cis-Mon FA_1.42_1.99
VAL;Cis-Mon FA;4;N;1.99;2.41;Cis-Mon FA_1.99_2.41
VAL;Cis-Mon FA;4;N;2.41;9.64;Cis-Mon FA_2.41_9.64
NAME;Cis-Mon FA;4;N;;;Cis-Mon FA
VAL;Cis-n3 FA;4;N;0.03;0.08;Cis-n3 FA_0.03_0.08
VAL;Cis-n3 FA;3;N;0.08;0.1;Cis-n3 FA_0.08_0.1
VAL;Cis-n3 FA;4;N;0.1;0.14;Cis-n3 FA_0.1_0.14
VAL;Cis-n3 FA;4;N;0.14;0.19;Cis-n3 FA_0.14_0.19
VAL;Cis-n3 FA;4;N;0.19;0.36;Cis-n3 FA_0.19_0.36
NAME;Cis-n3 FA;4;N;;;Cis-n3 FA
VAL;Cis-n6 FA;4;N;0.11;0.43;Cis-n6 FA_0.11_0.43
VAL;Cis-n6 FA;4;N;0.43;0.55;Cis-n6 FA_0.43_0.55
VAL;Cis-n6 FA;4;N;0.55;0.73;Cis-n6 FA_0.55_0.73
VAL;Cis-n6 FA;4;N;0.73;0.96;Cis-n6 FA_0.73_0.96
VAL;Cis-n6 FA;4;N;0.96;4.86;Cis-n6 FA_0.96_4.86
NAME;Cis-n6 FA;4;N;;;Cis-n6 FA
VAL;Trans FA;4;N;0.0;0.02;Trans FA_0.0_0.02
VAL;Trans FA;4;N;0.02;0.04;Trans FA_0.02_0.04
VAL;Trans FA;4;N;0.04;0.06;Trans FA_0.04_0.06
VAL;Trans FA;4;N;0.06;0.09;Trans FA_0.06_0.09
VAL;Trans FA;4;N;0.09;0.22;Trans FA_0.09_0.22
NAME;Trans FA;4;N;;;Trans FA
VAL;Cholesterol;4;N;0.0;7.23;Cholesterol_0.0_7.23
VAL;Cholesterol;5;N;7.23;11.45;Cholesterol_7.23_11.45
VAL;Cholesterol;5;N;11.45;17.24;Cholesterol_11.45_17.24
VAL;Cholesterol;5;N;17.24;27.26;Cholesterol_17.24_27.26
VAL;Cholesterol;5;N;27.26;58.94;Cholesterol_27.26_58.94
NAME;Cholesterol;5;N;;;Cholesterol
VAL;Retinol;4;N;0.0;7.31;Retinol_0.0_7.31
VAL;Retinol;5;N;7.31;13.55;Retinol_7.31_13.55
VAL;Retinol;4;N;13.55;21.6;Retinol_13.55_21.6
VAL;Retinol;5;N;21.6;32.79;Retinol_21.6_32.79
VAL;Retinol;6;N;32.79;137.61;Retinol_32.79_137.61
NAME;Retinol;6;N;;;Retinol
VAL;Total carotene;5;N;8.93;32.97;Total carotene_8.93_32.97
VAL;Total carotene;5;N;32.97;66.59;Total carotene_32.97_66.59
VAL;Total carotene;6;N;66.59;108.21;Total carotene_66.59_108.21
VAL;Total carotene;6;N;108.21;189.08;Total carotene_108.21_189.08
VAL;Total carotene;6;N;189.08;584.73;Total carotene_189.08_584.73
NAME;Total carotene;6;N;;;Total carotene
VAL;Alpha-carotene;4;N;0.0;1.04;Alpha-carotene_0.0_1.04
VAL;Alpha-carotene;4;N;1.04;5.68;Alpha-carotene_1.04_5.68
VAL;Alpha-carotene;5;N;5.68;13.45;Alpha-carotene_5.68_13.45
VAL;Alpha-carotene;5;N;13.45;30.46;Alpha-carotene_13.45_30.46
VAL;Alpha-carotene;6;N;30.46;180.46;Alpha-carotene_30.46_180.46
NAME;Alpha-carotene;6;N;;;Alpha-carotene
VAL;Beta-carotene;5;N;7.7;24.48;Beta-carotene_7.7_24.48
VAL;Beta-carotene;5;N;24.48;62.71;Beta-carotene_24.48_62.71
VAL;Beta-carotene;5;N;62.71;92.99;Beta-carotene_62.71_92.99
VAL;Beta-carotene;6;N;92.99;173.88;Beta-carotene_92.99_173.88
VAL;Beta-carotene;6;N;173.88;489.91;Beta-carotene_173.88_489.91
NAME;Beta-carotene;6;N;;;Beta-carotene
VAL;Beta cryptoxanthin;4;N;0.0;0.63;Beta cryptoxanthin_0.0_0.63
VAL;Beta cryptoxanthin;4;N;0.63;1.47;Beta cryptoxanthin_0.63_1.47
VAL;Beta cryptoxanthin;4;N;1.47;2.53;Beta cryptoxanthin_1.47_2.53
VAL;Beta cryptoxanthin;4;N;2.53;4.58;Beta cryptoxanthin_2.53_4.58
VAL;Beta cryptoxanthin;5;N;4.58;22.52;Beta cryptoxanthin_4.58_22.52
NAME;Beta cryptoxanthin;5;N;;;Beta cryptoxanthin
VAL;Vitamin A;5;N;3.84;17.41;Vitamin A_3.84_17.41
VAL;Vitamin A;5;N;17.41;29.44;Vitamin A_17.41_29.44
VAL;Vitamin A;5;N;29.44;44.88;Vitamin A_29.44_44.88
VAL;Vitamin A;5;N;44.88;68.24;Vitamin A_44.88_68.24
VAL;Vitamin A;6;N;68.24;190.41;Vitamin A_68.24_190.41
NAME;Vitamin A;6;N;;;Vitamin A
VAL;Vitamin D;4;N;0.0;0.11;Vitamin D_0.0_0.11
VAL;Vitamin D;4;N;0.11;0.18;Vitamin D_0.11_0.18
VAL;Vitamin D;4;N;0.18;0.35;Vitamin D_0.18_0.35
VAL;Vitamin D;4;N;0.35;0.87;Vitamin D_0.35_0.87
VAL;Vitamin D;4;N;0.87;2.49;Vitamin D_0.87_2.49
NAME;Vitamin D;4;N;;;Vitamin D
VAL;Thiamin;4;N;0.03;0.06;Thiamin_0.03_0.06
VAL;Thiamin;4;N;0.06;0.09;Thiamin_0.06_0.09
VAL;Thiamin;4;N;0.09;0.14;Thiamin_0.09_0.14
VAL;Thiamin;4;N;0.14;0.23;Thiamin_0.14_0.23
VAL;Thiamin;4;N;0.23;5.17;Thiamin_0.23_5.17
NAME;Thiamin;4;N;;;Thiamin
VAL;Riboflavin;4;N;0.02;0.07;Riboflavin_0.02_0.07
VAL;Riboflavin;4;N;0.07;0.09;Riboflavin_0.07_0.09
