ID,VISIT,microb_clean15_trnk_UNCLASSIFIED,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,microb_clean15_trnk_k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter
21,3,0.0,0.051725131922912684,0.09978448737481559,0.13708652793867157,0.04763247390517644,0.08390559482065067,0.040080523972326455,0.028413996430009136,0.06192024431436818,0.037264006569071424,0.017508749320142333,0.00907270918747176,0.02653531726657286,0.015538588390303249,0.01136736014649894
23,1,0.3354334683431781,0.0,0.023561173900108333,0.03978438909886794,0.04610553689977986,0.027269726931635752,0.024098444859596498,0.06938078261186821,0.0,0.0005968642683028116,0.026854702073089456,0.02449897045028227,0.012455135364139162,0.02690870852108411,0.00047574884467141117
24,1,0.0,0.01564490950689146,0.04414696708004501,0.009151612167414377,0.02394630659845499,0.04625498187139692,0.022940309918284548,0.049741228320731024,0.07588853248866884,0.010457017444703605,0.018335028901640425,0.001413885185108656,0.011225290181221205,0.0023257849144254572,0.008760334964887352
24,3,0.0,0.030581431093301154,0.2515790169331657,0.03319965835278382,0.06865697197631704,0.017958207293347007,0.09782705561580117,0.006654811147792467,0.0011080504380233734,0.0,0.05568198772192805,0.01713172542858603,0.000951545573155261,0.018167781626148644,0.007600248725581793
25,1,0.0,0.0009533477450492368,0.18098822994165878,0.08950847075298628,0.08826676164370592,0.04484164648220701,0.04245722397373194,0.012807356855663555,0.02448413656433132,0.02797937719762704,0.014915654551711422,0.009694358016832081,0.010186829077136318,0.022865200640834242,0.024199085087063574
25,3,0.0,0.0,0.23325430585527784,0.23476922463392808,0.06905861309832104,0.02670220949285642,0.02864337765866042,0.018382430669595305,0.025288291979427408,0.029055799491647008,0.009957542394729981,0.020016286454016922,0.01475349929805123,0.010568559969451127,0.021053252816888215
26,1,0.0,0.0,0.030438712593214325,0.02412394679923815,0.0061571892048939555,0.0358099355973787,0.04489994592762373,0.09153706782451498,0.008919420053588149,0.0033301925622235863,0.015274740129773708,0.0008089671369080287,0.024881767117538825,0.0050356918035962175,0.004557211802304937
26,3,0.0,0.0,0.025650784185272113,0.014739923685386954,0.025403728301554424,0.021545575952311543,0.02281347967606792,0.09052517455013302,0.010513308595423664,0.000854393180853593,0.012492684782347403,0.013195268889927208,0.020308579465030074,0.017105236312083896,0.012358753424289489
27,1,0.0,0.0838038375601593,0.0,0.0,0.026283287536962685,0.01738267002028346,0.006286623181238954,0.0002182855271263526,0.006442541414900635,0.014707314315466652,0.013995220653472433,0.004226188871502052,0.023152348812627333,0.008127263077717295,0.002439667690965636
27,3,0.0,0.12642990228072173,0.00028608637669989877,0.00030404243278331973,0.019235172887565825,0.027364323334096628,0.007075593987344005,0.00036517372484260705,0.02205276054186938,0.010350960195055221,0.00989640969667379,0.001612716115762088,0.03455905272725254,0.0037230570891619054,0.007322842827009538
28,1,0.0,0.0,0.11737761967551046,0.08243836887898172,0.10736300046568455,0.08254017479785973,0.008992455750963305,0.009623912718792637,0.15171904849805745,0.0762942765653386,0.022328130186646197,0.0,0.04552436354783518,0.02579864090599861,0.003924983552888427
28,3,0.0,0.0,0.1649688437465558,0.09450526109962232,0.0997086435089817,0.10881370951438646,0.011869369183987016,0.012068619040898518,0.07282426684584767,0.06077943733446454,0.020647203686353224,0.0,0.03203767056942096,0.014271107887423532,0.003119038188317916
29,1,0.0,0.43050945248770967,0.00039625141545240075,7.144365859764734e-05,0.013456393028423452,0.0432217076338854,0.02154146717379625,9.030799541837444e-07,0.02023119850249277,0.013949575025624904,0.020950752541542945,0.00798714014145243,0.018532505108673145,0.005652578117670319,0.004675044238374982
29,3,0.0,0.24176931464803522,0.00031319413593958244,6.986793748233109e-05,0.01003483300351359,0.007443964298695529,0.010528653931585958,0.00027331287104721136,0.004018416057509794,0.008122652558458867,0.00866210976939542,0.007404688825168612,0.024044465086224306,0.0021848875247364808,0.0006376963773676346
30,1,0.0,0.0,0.08751859598717698,0.17813978166671784,0.0871027116102526,0.06941188454776986,0.04935829682313666,0.07321690576007885,0.009596822755653092,0.03735169079858824,0.016491399675513937,0.0,0.008783101057697843,0.08699753737896192,0.0029397651436355154
30,3,0.0,5.456751638802693e-05,0.0988019476498272,0.27743196657223995,0.10148526772175218,0.08469789670759637,0.07377558252826223,0.052634224325758296,0.00926145920347246,0.014514759111448602,0.008633682455301949,0.0,0.007394649399702255,0.04601353254381648,0.0022640012487450734
32,1,0.0,0.0,0.04332485619845431,0.027035363297389595,0.039099742934875864,0.0011652922824336755,0.0033484833378565463,0.030377621568770965,0.000461859770738834,0.0,0.024467121759187718,0.26785567444428476,0.014404201397768391,0.0,0.0038147608977067956
32,3,0.0,0.0,0.07949241734997296,0.04050488024332902,0.04816317155735018,0.05458319442340506,0.09859096394304824,0.056140391031824416,0.03295380179533363,0.0008541893979525752,0.05470024517414107,0.058715507548016625,0.012087447551777132,0.06195990138424054,0.013862583422501705
33,1,0.0,5.960818886278593e-05,0.3609156619263962,0.1431966018323256,0.03841412163075981,0.13239980564724968,0.032707363865415714,0.03296703516883141,0.00023312311846000478,0.04507481078156852,0.010616368709207204,8.525473734828709e-05,0.002932722892049067,0.006490580403432226,0.007009021373793432
33,3,0.0,0.0,0.18330410788348855,0.14851784788742675,0.06338105803651721,0.20101783008232174,0.016884154770599524,0.04098825454900371,0.0,0.03004237815615548,0.02030965635545449,0.0,0.0028931540223838753,0.03739242581866618,0.008791910082514372
35,1,0.0,0.008503727894343024,0.013210230220774081,0.02939643935282435,0.030089952125861796,0.11387134831736677,0.0158018043363548,0.0834170438108171,0.011569742149003281,0.012206707111719324,0.08709656170263451,0.0017566918167397764,0.00440150509416564,0.005551310570700754,0.002614433868689367
35,3,0.0,0.019368765819563625,0.010620257508891088,0.01426386789400141,0.010161152991901167,0.06430876245059525,0.034726597605149914,0.046780218050123994,0.007452866720867761,0.03532572549673519,0.06951705147405382,0.0,0.004615166423135427,0.0029520010080882277,0.0043126999198994246
36,1,0.0,0.10757172425534728,0.08146347868201698,0.022261745102584603,0.009433079682022356,0.037712033620396185,0.2105868683497519,0.06378162647608217,0.02164491635521625,0.007844382342187158,0.017081170807973996,0.0,0.0,0.0052989545499547,0.02861936024807172
36,3,0.0,0.07752760265046929,0.05792789543910304,0.056224276578871184,0.05722252077745534,0.02904363735874555,0.011110030154640372,0.057473927431054776,0.04511667351984078,0.020791208897894306,0.024564230152577336,0.0,0.0,0.009108586437268373,0.014793248871754486
37,1,0.33731237456129426,0.0,0.028704182078967445,0.04726139483780102,0.047688614015536666,0.030010240767929845,0.03583986290092218,0.0651268878399869,0.035017915222682695,0.020505923660260418,0.018235754041267135,0.019002202355547983,0.033156266063099016,0.027612959663725994,0.010119451697985563
37,3,0.3354708523043366,0.0,0.015374169070018758,0.055503294181346696,0.03392634778674937,0.025216143897659877,0.04267263595810367,0.057143302132130466,0.023805400816128332,0.0076984480963027384,0.027143164865408874,0.014438569088531465,0.017597905279872348,0.03826669703724658,0.006694201563932115
38,1,0.0766096983558639,0.0,0.27085120994871015,0.20497511553950087,0.015286829142311558,0.0367814669039803,0.1205236398072437,0.0006674486772103689,0.0,0.0002318146105923828,0.04372620389668554,0.02592332234549329,0.0,0.017715385145665945,0.015338754149330273
38,3,0.044615308491631665,0.0,0.330291362364355,0.22352318467316773,0.011846294844705299,0.09138160863266158,0.04830091582311331,0.0011316533953875905,0.0,0.004690748702790201,0.055448054593428234,0.07062520329209494,0.0,0.009032113139082093,0.006471395041700618
40,1,0.30626963653480593,0.27722400479364173,0.0,0.0009923809943588103,0.008162498368567087,0.009599837890721592,0.02349011929237748,0.0008804129375608311,0.007785664156654673,0.0031167214741529762,0.0037635554801160333,0.0,0.008303464359356116,0.003850549232089188,0.004044169311967235
40,3,0.36016024655382883,0.09665229150957315,0.0021502070807471432,0.0013069848511861695,0.01593403879819741,0.012382109981879238,0.031049691796335568,0.005659824356343484,0.0637247611688452,0.011405680030232263,0.013362764701847591,0.0,0.011633944694454616,0.006301666702788468,0.002153279623158202
41,1,0.0,0.0,0.20958741713005147,0.09333565025742409,0.06416897017486808,0.036478574556390204,0.007419154509187739,0.08233093162082192,0.08371333839917316,0.016673803919800886,0.013639230367992479,0.0028524528538816465,0.0010709904468135117,0.0,0.013287063272553988
41,3,0.0,2.811087491283118e-05,0.1373845722297887,0.062429534570251966,0.056529262718012355,0.030455623068506795,0.019754515761064784,0.05549287499756539,0.14521345089301219,0.04709404834548423,0.011154595957375075,0.004820011087732232,0.0023190467843267407,0.0,0.005630708641021917
42,3,0.07816717303623366,0.0,0.3832474196988025,0.10304658042408207,0.0227920309978889,0.06317732659698119,0.03866801394146859,0.012100065036082568,0.003250842158621997,0.0019673748313540516,0.046978057004919235,0.0,0.0015711712380244813,0.017856908730259333,0.01279383614676622
43,1,0.2016795226739785,0.6565050476175744,0.0013722947997844449,0.00019855225347602015,0.005613454042441115,0.03675341228437405,0.00450456445331305,0.00043032966392993086,1.629310313241612e-05,0.0014941736179282608,0.0038629835005247995,0.0032031127236258256,0.0017558217241273426,0.0053588343440676145,0.0028200650023141095
43,3,0.4009634194863876,0.35253433717819077,0.0025823419253535396,0.002416680435694665,0.009469485730220958,0.03991956336831133,0.022230811827438607,0.0008736620903107828,0.007964812180219452,0.00958511923676297,0.024053148019715018,0.00014696839528429754,0.0023312434531410375,0.004269932104434124,0.0014647110915491173
44,1,0.0,2.0477404589347736e-05,0.06354228985565437,0.14677551143321757,0.04809791010017868,0.05528738632029069,0.017650017064503823,0.030544759189737206,0.040998273473730695,0.04249131717893638,0.03330940956816767,0.01384955130392885,0.017841641404509043,0.03117182951556885,0.015274738511573752
44,3,0.0,0.0,0.010677252453921635,0.12208015232380533,0.09567320249982045,0.03662425723559733,0.00798446864511533,0.0481025353085384,0.08885985103864878,0.005782051123203723,0.024946125688293245,0.016313140577477823,0.01515683108543504,0.004989487042413359,0.010956080285089369
46,1,0.2891968888783104,0.0,0.01850375054177629,0.03004952149238857,0.003134606806828436,0.06408211104173481,0.08864717269471183,0.010658843462297507,0.12041587165462894,0.016753217044709817,0.016979301927401255,0.005822692488582934,0.0016381921884318141,0.0018260439137041376,0.008154058974681392
46,3,0.23492397614388416,0.0,0.030714452460221604,0.08920251101424731,0.03091882881077717,0.10204600758065838,0.057096600678234785,0.06210370651630692,0.07180496450981792,0.0013391968959810454,0.0026156500193801387,0.005839685054720053,0.005446924352363517,0.005948109342741695,0.009438728892027116
47,1,0.0,0.591118610165225,0.0001971036370923832,0.00020860968697341067,0.03305117830955517,0.026079412555121487,0.004553194069441714,0.0008225324875819708,0.009219747743363463,0.03148635552573545,0.011898356155666654,0.04297599677910646,0.017995862224357572,0.002243779779408013,0.001314691264666962
47,3,0.0,0.003275448438787358,0.005744146619617506,0.018023040981156885,0.036846372566009845,0.031534013460910164,0.010976769367431293,0.003241636186014223,0.016363010768142724,0.0028483038007697287,0.012969976435383121,0.04710309234752012,0.010038908314392586,0.001904588686056867,0.0036759470029778
48,3,0.2026948721697303,0.05493024241099613,0.12159426161573578,0.07698761292343428,0.029279918630289843,0.03040151908147896,0.011395620256330077,0.03866687618629524,0.0013667559626968392,0.009287011401688224,0.014316571170461501,0.00046484551213396205,0.00984270254434827,0.0023461007592650855,0.024027236206038183
49,3,0.18939379289773275,0.5376369176386155,0.036024231519091315,0.012338399187310028,0.010704136028594899,0.005459757045259111,0.017966519156255533,0.029006489332256653,0.0021682905386891044,0.020185310463050856,0.004161003793962358,0.004316234878141192,0.004335284117426845,0.002270021624874189,0.007341984664675575
50,1,0.0,0.0,0.04135033297163673,0.09341885498454097,0.09928304454075605,0.03600269960427852,0.014686261485407682,0.05270783318552799,0.11454236368994035,0.01609346992749211,0.013540045621422213,0.042901509584691015,0.004921258358221962,0.01868982329012913,0.031263211115549215
50,3,0.0,0.0,0.057791304543820816,0.14313329354057233,0.04849531442251461,0.06193553411719438,0.010332902804101688,0.0639169882219599,0.08561296481963053,0.010252908084759389,0.025364866480260526,0.03911449971201901,0.009076532910129404,0.0091970784117295,0.020621028689829384
51,1,0.0,1.8111055179253653e-05,0.09482777443002742,0.0256760429276279,0.05470675635931968,0.05923411768624021,0.029510052692102683,0.028697973101259593,0.0409495988451586,0.03223093688186589,0.022038739345794464,0.00969847004849033,0.034156745749259865,0.007884748489261297,0.01490107188267738
51,3,0.0,0.0,0.1379947261017277,0.025182247929739877,0.04479636725757589,0.06415093053849259,0.02231640844180487,0.024353372229326882,0.05409759327407103,0.06292771003320412,0.020876523776887222,0.023512370551432328,0.028871751954211496,0.010871389778322096,0.014687364741485682
53,1,0.29599485171744916,5.886591617735672e-05,0.07826075509647257,0.07770490877599218,0.0320348167897557,0.055843121946246035,0.12941460138040523,0.0038292418436931034,0.00017314747099262878,0.03984039484324637,0.027123596875534936,0.002423430849856348,0.006440607055423694,0.04085456442172652,0.009255186415272733
54,1,0.0,0.07716155887595168,0.05621455449509391,0.005984858394530791,0.04746076367683893,0.044518490847064815,0.02147073717020183,0.021757230341312078,0.008867545459725241,0.01659975138491762,0.04585545897891267,0.002638525868246847,0.022633662706854896,0.009550875810426587,0.019201663104895825
54,3,0.0,0.003263838743626657,0.04719944902678454,0.03526869946777523,0.023783891593144754,0.023040085794515573,0.017529851000589187,0.05620212296791682,0.02428321358284487,0.003070121515087877,0.019595799502768987,0.013498682933954485,0.02998565768708062,0.0024454412565824393,0.010191918784730495
55,1,0.0,0.1281911530113301,0.007614609496788596,0.011054572394201859,0.04509488360779254,0.06478246892683594,0.043706261768035146,0.011028834745623715,0.007884097817195068,0.017585576419872895,0.015146252926395876,0.00017774117312202218,0.026872628414464958,0.004437069682917215,0.006916160366746351
55,3,0.0,0.23567747048248922,0.007525323457768985,0.013139049170737832,0.03869487197462133,0.03656108208982281,0.021586782246868143,0.004002178006724986,0.014685933525268657,0.011190285106962444,0.01725020809109756,0.00011311050463199093,0.03850088191948222,0.0038640885126462153,0.016009618522484708
56,1,0.0,0.30712439217239595,0.20686518242454904,0.026164830993544035,0.024599370154820704,0.009565104756646414,0.009184316985065066,0.005249209942891841,0.0025025768439625356,0.004346001753404163,0.0376816856285374,0.005492365990360782,0.0047381921532913375,0.004225674017861121,0.02271173505493018
56,3,0.0,0.29592687606475954,0.06453824602934002,0.010929823110257707,0.03618489782458733,0.005791472001467471,0.006220651442582021,0.007626511667309619,0.006755550452388737,0.001348749653560874,0.02818151639868539,0.005349390172120859,0.006715743084044856,0.003992138944918704,0.03629641846705825
57,1,0.30364116292389903,0.0,0.020261562228992048,0.011683128797673532,0.00636109251718261,0.001317025244153511,0.019309819858561544,0.2320155975940074,0.022862234124900363,0.0030142456957838724,0.001979579515092524,0.0,0.002796971374814079,0.02824775240901679,0.013776571775415814
60,1,0.0,0.03694718274847808,0.03732355438686029,0.016578082658505505,0.010371275107015578,0.0226345833351383,0.034995611180292804,0.030929870660531225,0.06279361848589199,0.007476860347283432,0.011686863229508425,0.058279778114009397,0.005768479661072103,0.0034986645153575456,0.034351266159122415
60,3,0.0,0.07842275155832587,0.022736582206751385,0.01525378450578806,0.010245486926252727,0.015847668582530554,0.0012275358212579933,0.03142090990042903,0.1416518254674977,0.01179490811948514,0.005797377155346876,0.08828219865619683,0.0019817048490245273,0.004416943252651176,0.0189104873310127
61,1,0.15244140202197695,0.0988770185371116,0.007113440532001263,0.01680572910311534,0.04278785842884904,0.14811882522282777,0.048731686228811584,0.014202961225604311,0.002414377867273868,0.01816551310558819,0.021813374793516378,0.18311432652470716,0.0051338610460168604,0.021847982213109702,0.00277419345774575
61,3,0.12290370255719915,0.07960757686832803,0.004599859334338463,0.0016479465536072685,0.05569910163260604,0.12264530686134928,0.02205335073884896,0.001877062008456251,0.0017514039020113986,0.008810371535746363,0.0217285877038852,0.3876720548549031,0.0011489118227444627,0.023349945965122163,0.0030709896357018927
62,1,0.0,0.005319895861261943,0.02613451337190509,0.03707058431454108,0.15829368828038276,0.07333712535988754,0.05785503266237849,0.049094449024388406,0.005621587489319264,0.006581287601827189,0.06318785816484289,0.06250318855977327,0.0032052480311113227,0.0018552531678873816,0.02815454429279122
62,3,0.0,0.02163651742381752,0.0500167059146965,0.034063109226581366,0.08719534281239308,0.06427111542332187,0.07617525859050243,0.037016092862811836,0.004402635621424909,0.0036096816043296913,0.029325853632106668,0.05201188377499491,0.044272279318880295,0.021211795880813084,0.018209748026645184
63,1,0.0,0.0,0.18092174097363795,0.037402171821968644,0.12272466764413215,0.09209031460226037,0.1017431134136301,0.011123316873134911,0.05753635483707313,0.06513647599056285,0.029825859438846348,0.009140357724263292,0.008486470440206078,0.03502501176625411,0.009733366886621525
63,3,0.0,0.0,0.27375515799893557,0.14220341688419114,0.03941467027579501,0.05621244493499522,0.043582909725426076,0.01804503806713097,0.023062856906068647,0.031621511828886874,0.012839843070708012,0.010636387967010944,0.012273892647643224,0.008264968191816066,0.009768805178783316
64,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,3,0.0,0.20362213748373412,0.05465914369294575,0.04762321829207719,0.08084297413167381,0.0739844317692418,0.01820310378035269,0.007219348724382399,0.0015643331636013232,0.019630423144117386,0.06277577676556025,0.009664758137925082,0.01362819186280983,0.010278954458867978,0.017983136732121215
65,1,0.38880368881597105,0.2696235612168048,0.0007587936706628819,0.0005504025084216438,0.0030016165289325986,0.010155012035828243,0.04513886698032098,0.003582882739239918,0.001195110750912874,0.010240070904747087,0.011099661490716353,7.55058133292885e-05,0.014153023693206984,0.0003762431028458634,0.0008938835647036297
65,3,0.3828087975418963,0.37664906702886625,5.11867041645721e-05,0.0,0.0021883088331086705,0.008296197971815895,0.03134305837409205,0.002564521856313441,0.0023277910765606563,0.003959652871037763,0.007048946513126526,0.0,0.012491470213735206,0.0003781271207063897,0.0004838347656518435
66,1,0.0,0.012237180217885012,0.03567144422188604,0.04736905806681911,0.07978600051129525,0.08731427442307499,0.01885725617168654,0.009397489582686712,0.09832965825216114,0.03300339263801274,0.05463876670198382,0.03659252013916648,0.08811582678058164,0.020601213566567935,0.004615038055878875
66,3,0.0,0.01960935922670591,0.10115942635181283,0.05936861778586088,0.019500768580462863,0.08251018942230584,0.013611938053460391,0.021791226841033767,0.11367600653474384,0.01704440794368731,0.033135128591434554,0.007041500127493467,0.02900265122051866,0.003864922084200385,0.001673904702457608
67,1,0.17059335538039114,0.3899022300964214,0.08000406377345815,0.02396351032522551,0.020255753647914126,0.04655661308114992,0.02755804100637161,0.04732771099086698,0.004927362176271528,0.01221471864578516,0.008954805949540406,0.0059915204376635636,0.0036372496661845246,0.011006311308532472,0.00046335553091519173
73,1,0.0,0.0,0.07324212819720945,0.10299909691248517,0.06668441428216851,0.12448361591959113,0.04960428519877881,0.04311360004577967,0.049556464678993765,0.10004983138264632,0.018626492627986675,0.06351935615572644,0.011971036771878819,0.029995070884916725,0.0036108494154841854
